"Index","Date","Person","InterviewType","Winner","Text","PersonType"
269,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: When you're on this level of greatness and everybody's kind of poking and producing trying to narrate your story and tell you who you are, who you should be, what decisions you should make constantly over and over and over again, it's part of what comes with this territory.  But it's just, when you get to know somebody and see how genuine they are and how committed they are just to playing basketball and having fun and living life a certain way, you root for those type of guys.  And like he said, whatever his outward appearance is or whatever he says to the media or whatever, like at the end of the day the people that know him, know what type of guy he is and know how special of an individual he is.","Player"
270,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: Sometimes the spirit tells you what to do.  You don't really make decisions, you just act on it.  So I can't tell you what went through my head, it just felt right","Player"
271,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: I don't know.  I mean, it's going to be a rough go in terms of just trying to recalibrate.  We have been up -- until this point it's been about our hope that he could play and our hope to stay alive in this series, the emotional roller coaster what tonight was.  Get on this flight tomorrow, go back to the drawing board when we get home, and I think the biggest thing, the biggest advantage is being at Oracle Arena one more time, where our fans can really get behind us, and we're going to have to will ourselves for another 48 minutes to stay alive.  And whatever it's going to take from every single guy in our jersey.","Player"
272,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: I've been in this city for -- I've lived here, I really enjoyed the people and their passion and excitement for not only the game, but just when you come into town they just enjoy life and they're nice people.  Very confused around that reaction.  It's not my experience with the people of this city, and I commend obviously Danny Green and Kyle Lowry especially I think they were the ones that were kind of signaling to the crowd, like, let's check ourselves a little bit.  You understand this is about an individual, a human being and not, oh, shoot he's out, he's hurt, we won the championship.  Like that was probably their initial thought and you hate to see that when a guy's going through pain like that.","Player"
273,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: We made a lot of different statements over the course of these five years.  Win or lose, I don't feel like we need to prove anything anymore.  It's just about can we get the job done or not.","Player"
274,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: I think it goes back to what Bob was saying about him being misunderstood in terms of what's important to him.  Playing basketball is important, being a good human being is important, selflessness of, like you said going through a situation like he's going through right now, he has the initiative to go speak to an entire fan base and to hype us up as his teammates and his brothers.","Player"
275,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: I think just in terms of the opportunity we have in front of us in two days, we'll be suiting up in front of Oracle Arena and like you said, with the amazing atmosphere and opportunity to play for him, and to kind of honor the sacrifice, I guess, he made in terms of putting his body on the line tonight.","Player"
276,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: I hate wearing mouthpieces. You know, I'm a gambler, so I gambled and sometimes it comes back to bite you on the butt.  But all kids out there, you should wear mouthpieces, but it was a weird play, and I took an unfortunate shot.  And so now I will be wearing a mouthpiece for as long as I can manage it, and I'll probably throw it at some point during the game but I'm going to try","Player"
277,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: Yeah, I got it fixed yesterday.  I got back home, went to the hospital, got a CT scan to make sure that no bones were broken in my face, and then went and made a visit to the dentist and went home and went to sleep","Player"
278,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: Yeah, I'm not going to smile for you though, but I'm back to normal, so that was a good moment and now I'm back","Player"
279,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: No.  No symptoms, no concussion.  You guys can leave that alone and we have great doctors and great staff.  We followed the protocol and we made sure that we're in a right state of mind before we go out there.  So if anything, it will be on me to make sure that I report everything and tell them how I'm feeling","Player"
280,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: It's a little blurry, just my eye's watering a little at random points, but it's not too bad.  I've actually had worse before, so I'm doing all right. I was more upset about the team than the eye","Player"
281,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: It's big, man, it's a big moment for this city and obviously how I represent my city, and put the city on my back and just try to open up some doors for some kids that come after me.  I just try to lay that foundation of change and hope, and it will mean a lot more to win an NBA championship at home than away.","Player"
282,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: Yeah, it's amazing, it speaks to the basketball pedigree of Illinois and the areas outside Chicago that don't get as much recognition, but still produce a high level of talent.  I grew up watching Dre [Andre Iguodala] and Shaun [Livingston], those two guys have been amazing ambassadors for the game of basketball globally and to be from Illinois is special","Player"
283,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: I know how important I am to this team, to this franchise and I know what I bring to the table, so that's never in question, never in doubt.  For me just try to focus on maximizing my potential each night and giving my team the best chance to win and like I said we got to go out there and do it again tomorrow","Player"
284,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: It takes a little bit more.  It gets harder and harder and harder and that's what makes the playoffs so tough, each round gets more difficult and these guys have been very difficult to play against, and it's taken a lot of excellence on our part to try to get it done and nothing's going to change that.  We have to continue to take care of what we have been doing and really play at another gear, and we still got room to grow, which is great, this team can get better, we can play better and we look to do that tomorrow night","Player"
285,2019-06-09,"Fred VanVleet","Practice","N/A","FRED VANVLEET: Yeah we got some tough guys.  You're not going to get knocked around like that, if you don't stick your nose in there sometimes, and it was an unfortunate play but it happens, it's basketball.  If you haven't gotten your eye cut up or get hit in the mouth a couple times playing basketball, then you're playing it the wrong way.  It's not something that I'm trying to do by any chance, but I was just trying to win the game.","Player"
